Event 1 BX 0

Event 6442 BX 1
HwTrack 1 Rinv: 000001111110001, t: 00001100001001, phi: 0001011010001000001, Z0: 10000000100, Q: 0, Sector: 10110, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001111011010, t: 11110011111001, phi: 0000101001011001010, Z0: 10000000010, Q: 1, Sector: 01001, HwValid: 1, BX: 010

Event 6443 BX 10
HwTrack 1 Rinv: 000000111011011, t: 11111000100001, phi: 0000100111110101110, Z0: 00000000000, Q: 0, Sector: 01010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000111010110, t: 00000111100000, phi: 0001010111111000001, Z0: 00000000101, Q: 1, Sector: 10111, HwValid: 1, BX: 011

Event 6444 BX 11
HwTrack 1 Rinv: 000000110001110, t: 11111101011111, phi: 0000111111001000011, Z0: 10000011111, Q: 0, Sector: 00100, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000110010010, t: 00000010100001, phi: 0000001111001011100, Z0: 10000011111, Q: 1, Sector: 10010, HwValid: 1, BX: 100

Event 6445 BX 100
HwTrack 1 Rinv: 000000011100111, t: 11101110110100, phi: 0001100001010011100, Z0: 00001001110, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000011101111, t: 00010001000110, phi: 0000110001010100100, Z0: 00001010111, Q: 1, Sector: 00110, HwValid: 1, BX: 101

Event 6446 BX 101
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 100001001001001, t: 11101100101000, phi: 0001011111011110000, Z0: 00000111001, Q: 1, Sector: 11011, HwValid: 1, BX: 110

Event 6447 BX 110
HwTrack 1 Rinv: 000000011100101, t: 00001110001011, phi: 0000010101010000000, Z0: 10000011001, Q: 0, Sector: 01111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000011010110, t: 11110001110110, phi: 0001000101010111100, Z0: 10000101001, Q: 1, Sector: 00001, HwValid: 1, BX: 111

Event 6448 BX 111
HwTrack 1 Rinv: 000000100111110, t: 00000111011100, phi: 0001011100001000100, Z0: 10000110011, Q: 0, Sector: 01111, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100111011, t: 11111000100100, phi: 0000101100001001101, Z0: 10000110101, Q: 1, Sector: 00010, HwValid: 1, BX: 000

Event 6449 BX 0
HwTrack 1 Rinv: 000000011011110, t: 11101101111000, phi: 0001101010001100110, Z0: 10000100001, Q: 0, Sector: 10010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000011011100, t: 00010010000111, phi: 0000111010010001101, Z0: 10000011011, Q: 1, Sector: 00101, HwValid: 1, BX: 001

Event 6450 BX 1
HwTrack 1 Rinv: 000001010010001, t: 00010010000101, phi: 0001000100110001011, Z0: 10000101111, Q: 0, Sector: 01100, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001010001011, t: 11101101111010, phi: 0000010100110100110, Z0: 10000011000, Q: 1, Sector: 11010, HwValid: 1, BX: 010

Event 6451 BX 10
HwTrack 1 Rinv: 000000100100001, t: 00001010101000, phi: 0000110100110111101, Z0: 00000110110, Q: 0, Sector: 00111, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000100011101, t: 11110101011000, phi: 0001100100111100000, Z0: 00000110101, Q: 1, Sector: 10100, HwValid: 1, BX: 011

Event 6452 BX 11
HwTrack 1 Rinv: 000001001110101, t: 00000101010001, phi: 0001011010111101000, Z0: 10001110011, Q: 0, Sector: 00111, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100001010000010, t: 11111010101001, phi: 0000101010101001001, Z0: 10010000000, Q: 1, Sector: 10101, HwValid: 1, BX: 100

Event 6453 BX 100
HwTrack 1 Rinv: 000000101010001, t: 00010000011001, phi: 0001101101001110001, Z0: 00001100001, Q: 0, Sector: 11011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000101010010, t: 11101111100101, phi: 0000111101011011011, Z0: 00001100010, Q: 1, Sector: 01110, HwValid: 1, BX: 101

Event 6454 BX 101
HwTrack 1 Rinv: 000000101111110, t: 00001111011010, phi: 0001000011001110000, Z0: 00001111000, Q: 0, Sector: 01001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000110001010, t: 11110000100110, phi: 0000010011010110001, Z0: 00001100101, Q: 1, Sector: 10111, HwValid: 1, BX: 110

Event 6455 BX 110
HwTrack 1 Rinv: 000000001110111, t: 00001011001001, phi: 0001101011101000111, Z0: 00001110001, Q: 0, Sector: 01101, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001110110, t: 11110100111000, phi: 0000111011011100101, Z0: 00001111100, Q: 1, Sector: 11011, HwValid: 1, BX: 111

Event 6456 BX 111
HwTrack 1 Rinv: 000001000010101, t: 00001111111000, phi: 0001101010110110111, Z0: 00000110110, Q: 0, Sector: 10010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100001000100110, t: 11110000001001, phi: 0000111011000100101, Z0: 00001001011, Q: 1, Sector: 00101, HwValid: 1, BX: 000

Event 6457 BX 0
HwTrack 1 Rinv: 000000001110010, t: 11110100100000, phi: 0001010111001110000, Z0: 10000100111, Q: 0, Sector: 10100, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001110111, t: 00001011101000, phi: 0000100111100011010, Z0: 10000000110, Q: 1, Sector: 00111, HwValid: 1, BX: 001

Event 6458 BX 1
HwTrack 1 Rinv: 000000001100111, t: 11111100100010, phi: 0001101101100110000, Z0: 00000001111, Q: 0, Sector: 01001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001101100, t: 00000011011110, phi: 0000111101100100001, Z0: 00000001110, Q: 1, Sector: 10111, HwValid: 1, BX: 010

Event 6459 BX 10
HwTrack 1 Rinv: 000000001110111, t: 11110110110111, phi: 0000110110110110010, Z0: 00000100111, Q: 0, Sector: 10000, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001111000, t: 00001001001000, phi: 0001100110110011011, Z0: 00000100101, Q: 1, Sector: 00010, HwValid: 1, BX: 011

Event 6460 BX 11
HwTrack 1 Rinv: 000000010110101, t: 00010001101011, phi: 0001011100010011001, Z0: 00001010001, Q: 0, Sector: 00110, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000011001101, t: 11101110010010, phi: 0000101100100111101, Z0: 00001011100, Q: 1, Sector: 10100, HwValid: 1, BX: 100

Event 6461 BX 100
HwTrack 1 Rinv: 000000011110100, t: 00001010011000, phi: 0000111001010100010, Z0: 10010011111, Q: 0, Sector: 10110, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000011110110, t: 11110101100111, phi: 0001101001010011100, Z0: 10010011010, Q: 1, Sector: 01000, HwValid: 1, BX: 101

Event 6462 BX 101
HwTrack 1 Rinv: 000011010011111, t: 11111111010010, phi: 0001101010101001011, Z0: 00000010001, Q: 0, Sector: 10011, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100011010100001, t: 00000000101110, phi: 0000111010101000101, Z0: 00000001111, Q: 1, Sector: 00110, HwValid: 1, BX: 110

Event 6463 BX 110
HwTrack 1 Rinv: 000000010111001, t: 11101111110010, phi: 0000101110100000001, Z0: 00000110100, Q: 0, Sector: 10111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010110011, t: 00010000001010, phi: 0001011110101010010, Z0: 00000111011, Q: 1, Sector: 01001, HwValid: 1, BX: 111

Event 6464 BX 111
HwTrack 1 Rinv: 000000010111110, t: 11111011000010, phi: 0001001110010011101, Z0: 00001100001, Q: 0, Sector: 00001, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000011000000, t: 00000101000010, phi: 0000011110011011110, Z0: 00001011111, Q: 1, Sector: 01111, HwValid: 1, BX: 000

Event 6465 BX 0
HwTrack 1 Rinv: 000000101001011, t: 11111111110010, phi: 0001010111001100010, Z0: 10000011001, Q: 0, Sector: 01111, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000101000001, t: 00000000001110, phi: 0000100111000000111, Z0: 10000011111, Q: 1, Sector: 00010, HwValid: 1, BX: 001

Event 6466 BX 1
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 101000100011111, t: 11110010001110, phi: 1000100100001000010, Z0: 00000011001, Q: 1, Sector: 00111, HwValid: 1, BX: 010

Event 6467 BX 10
HwTrack 1 Rinv: 000001110001110, t: 00001100110101, phi: 0001000100010001001, Z0: 10001101011, Q: 0, Sector: 01111, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100001110001110, t: 11110011001100, phi: 0000010100011101101, Z0: 10001110100, Q: 1, Sector: 00010, HwValid: 1, BX: 011

Event 6468 BX 11
HwTrack 1 Rinv: 000000001110111, t: 11110110010010, phi: 0001011011111111000, Z0: 10000100000, Q: 0, Sector: 00010, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001111001, t: 00001001110001, phi: 0000101011111110011, Z0: 10000011101, Q: 1, Sector: 10000, HwValid: 1, BX: 100

Event 6469 BX 100
HwTrack 1 Rinv: 000001010011110, t: 00010010110011, phi: 0001000000011111011, Z0: 00000111000, Q: 0, Sector: 01110, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100001011000010, t: 11101101001001, phi: 0000010000101011010, Z0: 00000110111, Q: 1, Sector: 00001, HwValid: 1, BX: 101

Event 6470 BX 101
HwTrack 1 Rinv: 000000010010001, t: 11110011010111, phi: 0001000101110011001, Z0: 10001001000, Q: 0, Sector: 11010, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010010001, t: 00001100100110, phi: 0000010101101110110, Z0: 10001000110, Q: 1, Sector: 01101, HwValid: 1, BX: 110

Event 6471 BX 110
HwTrack 1 Rinv: 000001101000110, t: 11110100001000, phi: 0000110011000011101, Z0: 00000100000, Q: 0, Sector: 00010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100001100100010, t: 00001011110101, phi: 0001100011111001000, Z0: 00000100001, Q: 1, Sector: 01111, HwValid: 1, BX: 111

Event 6472 BX 111
HwTrack 1 Rinv: 000000011011111, t: 11110101001001, phi: 0000111111101100010, Z0: 00000010011, Q: 0, Sector: 00110, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000011010110, t: 00001010110111, phi: 0000001111011110101, Z0: 00000010101, Q: 1, Sector: 10100, HwValid: 1, BX: 000

Event 6473 BX 0
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 6474 BX 1
HwTrack 1 Rinv: 000001001010001, t: 00001000001000, phi: 0000101110111100000, Z0: 00001001111, Q: 0, Sector: 10010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001001001100, t: 11110111111101, phi: 0001011110111110101, Z0: 00001010101, Q: 1, Sector: 00100, HwValid: 1, BX: 010

Event 6475 BX 10
HwTrack 1 Rinv: 000000101000001, t: 11110011100110, phi: 0000100110100010011, Z0: 10001000010, Q: 0, Sector: 00110, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000100110110, t: 00001100011000, phi: 0001010110100111111, Z0: 10001001000, Q: 1, Sector: 10011, HwValid: 1, BX: 011

Event 6476 BX 11
HwTrack 1 Rinv: 000000010000101, t: 11110110101011, phi: 0001100100011110111, Z0: 10000111101, Q: 0, Sector: 01000, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001111010, t: 00001001010011, phi: 0000110100100111100, Z0: 10001000100, Q: 1, Sector: 10110, HwValid: 1, BX: 100

Event 6477 BX 100
HwTrack 1 Rinv: 000000010001111, t: 11111011110101, phi: 0000111100011001110, Z0: 10001010001, Q: 0, Sector: 10001, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000010001101, t: 00000100001010, phi: 0001101100100000011, Z0: 10001010001, Q: 1, Sector: 00011, HwValid: 1, BX: 101

Event 6478 BX 101
HwTrack 1 Rinv: 000001011101111, t: 00000100111101, phi: 0000101111110010110, Z0: 00000001100, Q: 0, Sector: 01110, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100001011110111, t: 11111011000100, phi: 1000000000010100111, Z0: 00000010011, Q: 1, Sector: 00001, HwValid: 1, BX: 110

Event 6479 BX 110
HwTrack 1 Rinv: 000000011010011, t: 00001111001010, phi: 0001001100110110111, Z0: 10010000111, Q: 0, Sector: 01000, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000011000101, t: 11110000111010, phi: 0000011100110001110, Z0: 10010010011, Q: 1, Sector: 10110, HwValid: 1, BX: 111

Event 6480 BX 111
HwTrack 1 Rinv: 000010010010001, t: 00000011001110, phi: 0001010110100111100, Z0: 10001110001, Q: 0, Sector: 00101, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100010010010001, t: 11111100110010, phi: 0000100110000101001, Z0: 10001110001, Q: 1, Sector: 10011, HwValid: 1, BX: 000

Event 6481 BX 0
HwTrack 1 Rinv: 000010110000111, t: 11110011000100, phi: 0001010100101111100, Z0: 00001110011, Q: 0, Sector: 11001, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100010101000110, t: 00001100111010, phi: 0000100101010001111, Z0: 00001111010, Q: 1, Sector: 01100, HwValid: 1, BX: 001

Event 6482 BX 1
HwTrack 1 Rinv: 000000100011000, t: 00001100000001, phi: 0001001001010101011, Z0: 10000000101, Q: 0, Sector: 10111, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000100010000, t: 11110011110010, phi: 0000011001001100000, Z0: 00000001101, Q: 1, Sector: 01010, HwValid: 1, BX: 010

Event 6483 BX 10
HwTrack 1 Rinv: 000001011011110, t: 11110001110010, phi: 0000101111110110111, Z0: 10000110001, Q: 0, Sector: 00111, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100001011100101, t: 00001110010000, phi: 0001100000111100010, Z0: 10000100011, Q: 1, Sector: 10100, HwValid: 1, BX: 011

Event 6484 BX 11
HwTrack 1 Rinv: 000000001110101, t: 00001100001011, phi: 0001010110100010010, Z0: 00000000010, Q: 0, Sector: 10110, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001110101, t: 11110011110101, phi: 0000100110100101111, Z0: 00000000110, Q: 1, Sector: 01001, HwValid: 1, BX: 100

Event 6485 BX 100
HwTrack 1 Rinv: 000000000111101, t: 11111100010000, phi: 0001000000010100100, Z0: 10000011010, Q: 0, Sector: 01101, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000000111001, t: 00000011101110, phi: 0000010000001111101, Z0: 10000011001, Q: 1, Sector: 11011, HwValid: 1, BX: 101

Event 6486 BX 101
HwTrack 1 Rinv: 000001110011100, t: 00001101001100, phi: 0000100110100011001, Z0: 10001011011, Q: 0, Sector: 01001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100001110100111, t: 11110010110111, phi: 0001010111010100111, Z0: 10001100111, Q: 1, Sector: 10110, HwValid: 1, BX: 110

Event 6487 BX 110
HwTrack 1 Rinv: 000010010000111, t: 00010010111001, phi: 0000110111101111010, Z0: 10001001101, Q: 0, Sector: 00110, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100010010101011, t: 11101101000100, phi: 0001101000001111010, Z0: 10001000000, Q: 1, Sector: 10011, HwValid: 1, BX: 111

Event 6488 BX 111
HwTrack 1 Rinv: 000101010101000, t: 00010000101100, phi: 0001011110111001110, Z0: 10000111111, Q: 0, Sector: 00001, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100101000011100, t: 11101111011000, phi: 0000110000011100101, Z0: 10000111010, Q: 1, Sector: 01111, HwValid: 1, BX: 000

Event 6489 BX 0
HwTrack 1 Rinv: 000000111011100, t: 00010011011001, phi: 0001110010111000011, Z0: 10000001110, Q: 0, Sector: 00101, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000111111000, t: 11101100101001, phi: 0001000011010101010, Z0: 10000011011, Q: 1, Sector: 10011, HwValid: 1, BX: 001

Event 6490 BX 1
HwTrack 1 Rinv: 000000011000001, t: 00000011001101, phi: 0001000110110000111, Z0: 10001001111, Q: 0, Sector: 00110, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000011000100, t: 11111100110100, phi: 0000010110110001101, Z0: 10001010001, Q: 1, Sector: 10100, HwValid: 1, BX: 010

Event 6491 BX 10
HwTrack 1 Rinv: 000000001101110, t: 11111001001001, phi: 0000111011000011111, Z0: 00001001010, Q: 0, Sector: 01010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001101110, t: 00000110111001, phi: 0001101010111101011, Z0: 00001010000, Q: 1, Sector: 10111, HwValid: 1, BX: 011

Event 6492 BX 11
HwTrack 1 Rinv: 000000101100110, t: 11111100011010, phi: 0001110101001010010, Z0: 10001011110, Q: 0, Sector: 10000, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000101101101, t: 00000011100101, phi: 0001000100111111110, Z0: 10001011000, Q: 1, Sector: 00011, HwValid: 1, BX: 100

Event 6493 BX 100
HwTrack 1 Rinv: 000001000010110, t: 11111100010111, phi: 0001011100001111010, Z0: 00000000001, Q: 0, Sector: 10101, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100001000011011, t: 00000011101001, phi: 0000101100010100100, Z0: 00000000001, Q: 1, Sector: 01000, HwValid: 1, BX: 101

Event 6494 BX 101
HwTrack 1 Rinv: 000000000111001, t: 00000010110010, phi: 0001101010110100000, Z0: 00001011111, Q: 0, Sector: 00011, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000000111010, t: 11111101001111, phi: 0000111010110110000, Z0: 00001011110, Q: 1, Sector: 10001, HwValid: 1, BX: 110

Event 6495 BX 110
HwTrack 1 Rinv: 000000001100010, t: 11110110001101, phi: 0000110100101010111, Z0: 10000001010, Q: 0, Sector: 10101, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001011101, t: 00001001110101, phi: 0001100100100100000, Z0: 10000000101, Q: 1, Sector: 00111, HwValid: 1, BX: 111

Event 6496 BX 111
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 6497 BX 0
HwTrack 1 Rinv: 000000011101110, t: 00001010011000, phi: 0000111101101101011, Z0: 00000000101, Q: 0, Sector: 10111, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000011111110, t: 11110101100101, phi: 0001101101011100110, Z0: 00000000101, Q: 1, Sector: 01001, HwValid: 1, BX: 001

Event 6498 BX 1
HwTrack 1 Rinv: 000000001001111, t: 11111111101001, phi: 0001000010111101000, Z0: 00000010011, Q: 0, Sector: 10011, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001001111, t: 00000000010100, phi: 0000010010111111000, Z0: 00000010100, Q: 1, Sector: 00110, HwValid: 1, BX: 010

Event 6499 BX 10
HwTrack 1 Rinv: 000000010011110, t: 00001101110111, phi: 0000100000101011101, Z0: 00001110110, Q: 0, Sector: 10101, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000010010110, t: 11110010001110, phi: 0001010000101100001, Z0: 00001101000, Q: 1, Sector: 00111, HwValid: 1, BX: 011

Event 6500 BX 11
HwTrack 1 Rinv: 000000011100001, t: 00010010100000, phi: 0001001011110111010, Z0: 00001100001, Q: 0, Sector: 11011, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000011011011, t: 11101101011111, phi: 0000011100000110110, Z0: 00001100011, Q: 1, Sector: 01110, HwValid: 1, BX: 100

Event 6501 BX 100
HwTrack 1 Rinv: 000001000000011, t: 11101101001100, phi: 0001101111100001110, Z0: 10000111100, Q: 0, Sector: 10100, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000111101001, t: 00010010110000, phi: 0000111111101100100, Z0: 10000101110, Q: 1, Sector: 00111, HwValid: 1, BX: 101

Event 6502 BX 101
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 6503 BX 110
HwTrack 1 Rinv: 000000001001110, t: 11111101100010, phi: 0001100000010001101, Z0: 10001100000, Q: 0, Sector: 01110, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001001111, t: 00000010011101, phi: 0000110000010000000, Z0: 10001011110, Q: 1, Sector: 00001, HwValid: 1, BX: 111

Event 6504 BX 111
HwTrack 1 Rinv: 000000000110101, t: 00000101000010, phi: 0000010001011111011, Z0: 10000100001, Q: 0, Sector: 00101, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000000110100, t: 11111010111011, phi: 0001000001101000000, Z0: 10000100010, Q: 1, Sector: 10010, HwValid: 1, BX: 000

Event 6505 BX 0
HwTrack 1 Rinv: 000000010011100, t: 11110101011100, phi: 0001010000011100011, Z0: 00000100101, Q: 0, Sector: 00110, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010100101, t: 00001010101011, phi: 0000100000100100111, Z0: 00000011011, Q: 1, Sector: 10100, HwValid: 1, BX: 001

Event 6506 BX 1
HwTrack 1 Rinv: 000010010111010, t: 11110011111010, phi: 0000101100110110010, Z0: 10001100000, Q: 0, Sector: 01111, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100010011011010, t: 00001100010000, phi: 0001011101111101100, Z0: 10000101100, Q: 1, Sector: 00001, HwValid: 1, BX: 010

Event 6507 BX 10
HwTrack 1 Rinv: 000001000011011, t: 11111100111101, phi: 0000110011011110111, Z0: 00000010011, Q: 0, Sector: 00100, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100001000100010, t: 00000011001110, phi: 0001100011010111111, Z0: 00000011110, Q: 1, Sector: 10001, HwValid: 1, BX: 011

Event 6508 BX 11
HwTrack 1 Rinv: 000101111011011, t: 11110000001101, phi: 0001111111001110100, Z0: 00000010100, Q: 0, Sector: 01010, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100101110100001, t: 00001111101111, phi: 0001010001110000101, Z0: 10000000011, Q: 1, Sector: 11000, HwValid: 1, BX: 100

Event 6509 BX 100
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 6510 BX 101
HwTrack 1 Rinv: 000000110101011, t: 00001010110111, phi: 0001000101111100000, Z0: 10000011001, Q: 0, Sector: 10001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000110101011, t: 11110101001110, phi: 0000010101111111110, Z0: 10000100001, Q: 1, Sector: 00100, HwValid: 1, BX: 110

Event 6511 BX 110
HwTrack 1 Rinv: 000000010101000, t: 11111010101001, phi: 0001000011110000100, Z0: 00000010110, Q: 0, Sector: 01001, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010101001, t: 00000101010101, phi: 0000010011101011101, Z0: 00000010111, Q: 1, Sector: 10111, HwValid: 1, BX: 111

Event 6512 BX 111
HwTrack 1 Rinv: 000001110101110, t: 00001111111001, phi: 0001000001101010000, Z0: 10000011011, Q: 0, Sector: 10001, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100001110110000, t: 11110000000100, phi: 0000010001110111000, Z0: 10000001011, Q: 1, Sector: 00100, HwValid: 1, BX: 000

Event 6513 BX 0
HwTrack 1 Rinv: 000000001101001, t: 11111001010010, phi: 0001100001010110110, Z0: 00000101011, Q: 0, Sector: 10000, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001100111, t: 00000110101110, phi: 0000110001011110100, Z0: 00000101100, Q: 1, Sector: 00011, HwValid: 1, BX: 001

Event 6514 BX 1
HwTrack 1 Rinv: 000101100101000, t: 00001101001010, phi: 0001010001010111100, Z0: 00000000010, Q: 0, Sector: 10010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100101101011110, t: 11110010101100, phi: 0000100011010100010, Z0: 00001010111, Q: 1, Sector: 00101, HwValid: 1, BX: 010

Event 6515 BX 10
HwTrack 1 Rinv: 000000011101000, t: 11101111110000, phi: 0000100100100001001, Z0: 10000000111, Q: 0, Sector: 01100, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000011110010, t: 00010000001110, phi: 0001010100100011111, Z0: 00000010001, Q: 1, Sector: 11001, HwValid: 1, BX: 011

Event 6516 BX 11
HwTrack 1 Rinv: 000000010101000, t: 11110111011001, phi: 0000101111011001110, Z0: 00000100101, Q: 0, Sector: 11000, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010100001, t: 00001000101010, phi: 0001011111011000101, Z0: 00000100110, Q: 1, Sector: 01010, HwValid: 1, BX: 100

Event 6517 BX 100
HwTrack 1 Rinv: 000000100001011, t: 11110101101100, phi: 0000110100000111000, Z0: 00001000000, Q: 0, Sector: 10110, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000100000111, t: 00001010010101, phi: 0001100100000111000, Z0: 00000111001, Q: 1, Sector: 01000, HwValid: 1, BX: 101

Event 6518 BX 101
HwTrack 1 Rinv: 000000010111100, t: 11110000000011, phi: 0001000101011101000, Z0: 10000101011, Q: 0, Sector: 01110, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010101111, t: 00001111111010, phi: 0000010101010111101, Z0: 10000100111, Q: 1, Sector: 00001, HwValid: 1, BX: 110

Event 6519 BX 110
HwTrack 1 Rinv: 000000010110011, t: 00001111000111, phi: 0000110111011110010, Z0: 10000000110, Q: 0, Sector: 01010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010111111, t: 11110000110101, phi: 0001100111011111000, Z0: 00000001001, Q: 1, Sector: 10111, HwValid: 1, BX: 111

Event 6520 BX 111
HwTrack 1 Rinv: 000000110110001, t: 00001010100010, phi: 0001101001000101000, Z0: 00001011010, Q: 0, Sector: 01010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000110011111, t: 11110101100010, phi: 0000111001001011110, Z0: 00001011001, Q: 1, Sector: 11000, HwValid: 1, BX: 000

Event 6521 BX 0
HwTrack 1 Rinv: 000010101001010, t: 00001001000101, phi: 0000101010010101100, Z0: 00010000011, Q: 0, Sector: 01111, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100010101011001, t: 11110110111110, phi: 0001011010011001111, Z0: 00001111111, Q: 1, Sector: 00001, HwValid: 1, BX: 001

Event 6522 BX 1
HwTrack 1 Rinv: 000000010010010, t: 00000000110001, phi: 0001000100001100001, Z0: 00001010001, Q: 0, Sector: 11000, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010010101, t: 11111111001111, phi: 0000010100001111100, Z0: 00001010011, Q: 1, Sector: 01011, HwValid: 1, BX: 010

Event 6523 BX 10
HwTrack 1 Rinv: 000000101010000, t: 00010000000110, phi: 0000100010101100110, Z0: 10000010010, Q: 0, Sector: 01011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000101001111, t: 11101111111000, phi: 0001010010100101010, Z0: 10000010001, Q: 1, Sector: 11000, HwValid: 1, BX: 011

Event 6524 BX 11
