Event 1 BX 0

Event 922 BX 1
HwTrack 1 Rinv: 000001100111010, t: 00010001111111, phi: 0001100011110001001, Z0: 00001000101, Q: 0, Sector: 01001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001100100101, t: 11101101111111, phi: 0000110011000111110, Z0: 00001010100, Q: 1, Sector: 10111, HwValid: 1, BX: 010

Event 923 BX 10
HwTrack 1 Rinv: 000000111011100, t: 11111101001000, phi: 0001101101001111010, Z0: 00000101010, Q: 0, Sector: 00011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000111010011, t: 00000010111001, phi: 0000111101001101111, Z0: 00000101100, Q: 1, Sector: 10001, HwValid: 1, BX: 011

Event 924 BX 11
HwTrack 1 Rinv: 000000001001110, t: 11111111111000, phi: 0000111010111011011, Z0: 10000001011, Q: 0, Sector: 00100, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001010010, t: 00000000001100, phi: 0001101010110111000, Z0: 10000001110, Q: 1, Sector: 10001, HwValid: 1, BX: 100

Event 925 BX 100
HwTrack 1 Rinv: 000000010101011, t: 11111001111100, phi: 0001000000101001011, Z0: 00000000101, Q: 0, Sector: 10010, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000010101111, t: 00000110000010, phi: 0000010000101000100, Z0: 00000000101, Q: 1, Sector: 00101, HwValid: 1, BX: 101

Event 926 BX 101
HwTrack 1 Rinv: 000000010000011, t: 11111010101100, phi: 0001101111111110010, Z0: 00000101001, Q: 0, Sector: 01101, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010000011, t: 00000101010010, phi: 0001000000000011111, Z0: 00000101001, Q: 1, Sector: 11011, HwValid: 1, BX: 110

Event 927 BX 110
HwTrack 1 Rinv: 000000000111010, t: 11111100101110, phi: 0001001010111001001, Z0: 10001010000, Q: 0, Sector: 01000, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000000111101, t: 00000011010011, phi: 0000011010111001010, Z0: 10001010000, Q: 1, Sector: 10110, HwValid: 1, BX: 111

Event 928 BX 111
HwTrack 1 Rinv: 000010100011111, t: 11111000011011, phi: 0001101000011101111, Z0: 10001111101, Q: 0, Sector: 00111, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100010101000101, t: 00000111100101, phi: 0000111000101001101, Z0: 10001111101, Q: 1, Sector: 10101, HwValid: 1, BX: 000

Event 929 BX 0
HwTrack 1 Rinv: 000001010101000, t: 00000110100110, phi: 0001001000101101110, Z0: 00000010110, Q: 0, Sector: 01110, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100001010010110, t: 11111001011011, phi: 0000011000101010110, Z0: 00000010111, Q: 1, Sector: 00001, HwValid: 1, BX: 001

Event 930 BX 1
HwTrack 1 Rinv: 000000110000001, t: 00000001101010, phi: 0001010010011010011, Z0: 00000000101, Q: 0, Sector: 10001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000110000110, t: 11111110010101, phi: 0000100010010100001, Z0: 10000000001, Q: 1, Sector: 00100, HwValid: 1, BX: 010

Event 931 BX 10
HwTrack 1 Rinv: 000000001000111, t: 00000011110011, phi: 0000010011101000111, Z0: 10001010111, Q: 0, Sector: 01010, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001000100, t: 11111100001101, phi: 0001000011100101001, Z0: 10001010011, Q: 1, Sector: 10111, HwValid: 1, BX: 011

Event 932 BX 11
HwTrack 1 Rinv: 000000001101011, t: 00000000000001, phi: 0001011001010010111, Z0: 00001101101, Q: 0, Sector: 10110, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001101010, t: 11111111111100, phi: 0000101001001000111, Z0: 00001110001, Q: 1, Sector: 01001, HwValid: 1, BX: 100

Event 933 BX 100
HwTrack 1 Rinv: 000000101000101, t: 00010001000000, phi: 0001000101110110001, Z0: 10000100000, Q: 0, Sector: 00011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000100110111, t: 11101111000000, phi: 0000010101111111100, Z0: 10000100110, Q: 1, Sector: 10001, HwValid: 1, BX: 101

Event 934 BX 101
HwTrack 1 Rinv: 000001000010000, t: 11110100001111, phi: 0000101100101010101, Z0: 10000011011, Q: 0, Sector: 01101, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100001000001110, t: 00001011011110, phi: 0001011100101011001, Z0: 00000011000, Q: 1, Sector: 11010, HwValid: 1, BX: 110

Event 935 BX 110
HwTrack 1 Rinv: 000110100001101, t: 11101100110000, phi: 0001010101101000100, Z0: 00000000010, Q: 0, Sector: 10010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100110011000000, t: 00010011010001, phi: 0000100101110100101, Z0: 00000000001, Q: 1, Sector: 00101, HwValid: 1, BX: 111

Event 936 BX 111
HwTrack 1 Rinv: 000000001100001, t: 00001000010100, phi: 0000100001010010010, Z0: 00000101001, Q: 0, Sector: 10010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000001100010, t: 11110111101011, phi: 0001010001001110011, Z0: 00000100110, Q: 1, Sector: 00100, HwValid: 1, BX: 000

Event 937 BX 0
HwTrack 1 Rinv: 000000010010100, t: 00000111100101, phi: 0000010110111001010, Z0: 00000101011, Q: 0, Sector: 10001, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000010001010, t: 11111000011110, phi: 0001000110111011111, Z0: 00000101110, Q: 1, Sector: 00011, HwValid: 1, BX: 001

Event 938 BX 1
HwTrack 1 Rinv: 000000111100011, t: 11101100101101, phi: 0001001011011101101, Z0: 00000100101, Q: 0, Sector: 10101, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000111101101, t: 00010011010101, phi: 0000011011100111001, Z0: 00000100100, Q: 1, Sector: 01000, HwValid: 1, BX: 010

Event 939 BX 10
HwTrack 1 Rinv: 000000111111100, t: 11110111100000, phi: 0000110101111011100, Z0: 00010100000, Q: 0, Sector: 10001, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000111101100, t: 00001000011111, phi: 0001100101111011100, Z0: 00010100111, Q: 1, Sector: 00011, HwValid: 1, BX: 011

Event 940 BX 11
HwTrack 1 Rinv: 000000010111001, t: 11110111100000, phi: 0001010001000010001, Z0: 10000100100, Q: 0, Sector: 00001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010110101, t: 00001000100011, phi: 0000100001001000011, Z0: 10000100010, Q: 1, Sector: 01111, HwValid: 1, BX: 100

Event 941 BX 100
HwTrack 1 Rinv: 000000101100110, t: 11110001111000, phi: 0001101100000110000, Z0: 00001111011, Q: 0, Sector: 00001, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000101001110, t: 00001110000101, phi: 0000111100101100100, Z0: 00010010010, Q: 1, Sector: 01111, HwValid: 1, BX: 101

Event 942 BX 101
HwTrack 1 Rinv: 000000010011001, t: 00001001111001, phi: 0000111100000001100, Z0: 10010000001, Q: 0, Sector: 01111, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010011111, t: 11110110000101, phi: 0001101100011000111, Z0: 10010000100, Q: 1, Sector: 00001, HwValid: 1, BX: 110

Event 943 BX 110
HwTrack 1 Rinv: 000000100001111, t: 00000111110110, phi: 0000011100011010010, Z0: 00000100001, Q: 0, Sector: 11011, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000100000110, t: 11111000001001, phi: 0001001100011000101, Z0: 00000011111, Q: 1, Sector: 01101, HwValid: 1, BX: 111

Event 944 BX 111
HwTrack 1 Rinv: 000000100010101, t: 00001011110101, phi: 0000101010011001110, Z0: 00000111100, Q: 0, Sector: 10010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100010000, t: 11110011111101, phi: 0001011010000111010, Z0: 00001101111, Q: 1, Sector: 00100, HwValid: 1, BX: 000

Event 945 BX 0
HwTrack 1 Rinv: 000000011100100, t: 11111111101000, phi: 0001100110110100101, Z0: 10001011010, Q: 0, Sector: 01011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000011100001, t: 00000000010010, phi: 0000110111000000010, Z0: 10001011001, Q: 1, Sector: 11001, HwValid: 1, BX: 001

Event 946 BX 1
HwTrack 1 Rinv: 000000011011100, t: 00001110110111, phi: 0001011111011101100, Z0: 10010011010, Q: 0, Sector: 00010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000011011100, t: 11110001001010, phi: 0000101111100011011, Z0: 10010100001, Q: 1, Sector: 10000, HwValid: 1, BX: 010

Event 947 BX 10
HwTrack 1 Rinv: 000000011011011, t: 11110101100010, phi: 0000011110110010011, Z0: 00000110001, Q: 0, Sector: 11011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000011011001, t: 00001010011100, phi: 0001001110101010100, Z0: 00001000010, Q: 1, Sector: 01101, HwValid: 1, BX: 011

Event 948 BX 11
HwTrack 1 Rinv: 000000010001011, t: 11110011000010, phi: 0000100000010000011, Z0: 10000001001, Q: 0, Sector: 00110, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010010011, t: 00001101000011, phi: 0001010000011001101, Z0: 10000011010, Q: 1, Sector: 10011, HwValid: 1, BX: 100

Event 949 BX 100
HwTrack 1 Rinv: 000000001010010, t: 00000000010010, phi: 0000101111110000101, Z0: 10001101001, Q: 0, Sector: 11001, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000001010001, t: 11111111101110, phi: 0001011111100011110, Z0: 10001100001, Q: 1, Sector: 01011, HwValid: 1, BX: 101

Event 950 BX 101
HwTrack 1 Rinv: 000000011001000, t: 00001110011101, phi: 0000010100101100100, Z0: 10010100111, Q: 0, Sector: 01000, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010110100, t: 11110001111001, phi: 0001000100101000011, Z0: 10001011011, Q: 1, Sector: 10101, HwValid: 1, BX: 110

Event 951 BX 110
HwTrack 1 Rinv: 000000001011001, t: 00000000011011, phi: 0001010011100100110, Z0: 00001100010, Q: 0, Sector: 10111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001010110, t: 11111111100001, phi: 0000100011101010011, Z0: 00001101000, Q: 1, Sector: 01010, HwValid: 1, BX: 111

Event 952 BX 111
HwTrack 1 Rinv: 000000001001010, t: 11111100111101, phi: 0001100110111100100, Z0: 00000000100, Q: 0, Sector: 11011, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000001000101, t: 00000011001010, phi: 0000110111000010001, Z0: 10000000001, Q: 1, Sector: 01110, HwValid: 1, BX: 000

Event 953 BX 0
HwTrack 1 Rinv: 000000100111100, t: 00010011001101, phi: 0001101000011111110, Z0: 10010000010, Q: 0, Sector: 01011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 954 BX 1
HwTrack 1 Rinv: 000100100110000, t: 11110110110100, phi: 0001001101111001101, Z0: 10001010011, Q: 0, Sector: 00011, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100100011111101, t: 00001001001101, phi: 0000011110111001100, Z0: 10001010100, Q: 1, Sector: 10001, HwValid: 1, BX: 010

Event 955 BX 10
HwTrack 1 Rinv: 000000100011000, t: 11101101011110, phi: 0001100100010100000, Z0: 00000000111, Q: 0, Sector: 00100, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000011110010, t: 00010010100001, phi: 0000110100001101110, Z0: 00000001010, Q: 1, Sector: 10010, HwValid: 1, BX: 011

Event 956 BX 11
HwTrack 1 Rinv: 000000011001111, t: 00001110001111, phi: 0000101110011111010, Z0: 00000010110, Q: 0, Sector: 01001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010111001, t: 11110001110000, phi: 0001011110010101111, Z0: 00000011101, Q: 1, Sector: 10110, HwValid: 1, BX: 100

Event 957 BX 100
HwTrack 1 Rinv: 000000101011010, t: 11110000011001, phi: 0000011101010010000, Z0: 10001010001, Q: 0, Sector: 10000, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000101011110, t: 00001111101000, phi: 0001001101100011111, Z0: 10001001000, Q: 1, Sector: 00010, HwValid: 1, BX: 101

Event 958 BX 101
HwTrack 1 Rinv: 000000010001001, t: 00001101111111, phi: 0000101001000101010, Z0: 00000110010, Q: 0, Sector: 01011, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000010001011, t: 11110010000001, phi: 0001011001010001101, Z0: 00001000101, Q: 1, Sector: 11000, HwValid: 1, BX: 110

Event 959 BX 110
HwTrack 1 Rinv: 000000110010110, t: 11111000100000, phi: 0001010000000100000, Z0: 00000000101, Q: 0, Sector: 01001, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000110001111, t: 00000111100000, phi: 0000100000000110001, Z0: 00000000001, Q: 1, Sector: 10111, HwValid: 1, BX: 111

Event 960 BX 111
HwTrack 1 Rinv: 000000100101100, t: 00001011110010, phi: 0001001100010100000, Z0: 00000010001, Q: 0, Sector: 01000, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100101111, t: 11110100010010, phi: 0000011100010001100, Z0: 10000000100, Q: 1, Sector: 10110, HwValid: 1, BX: 000

Event 961 BX 0
HwTrack 1 Rinv: 000001001000010, t: 00001111100100, phi: 0000110110011101010, Z0: 10000110101, Q: 0, Sector: 00011, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100001001000100, t: 11110000010111, phi: 0001100110011001001, Z0: 10000110111, Q: 1, Sector: 10000, HwValid: 1, BX: 001

Event 962 BX 1
HwTrack 1 Rinv: 000000010001100, t: 11111011100110, phi: 0001100000100111000, Z0: 00001001110, Q: 0, Sector: 10100, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010010000, t: 00000100011010, phi: 0000110000101010110, Z0: 00001001011, Q: 1, Sector: 00111, HwValid: 1, BX: 010

Event 963 BX 10
HwTrack 1 Rinv: 000000010000110, t: 11110101110000, phi: 0001001000001000111, Z0: 10000101110, Q: 0, Sector: 11011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000010000010, t: 00001010001011, phi: 0000011000001100110, Z0: 10000110010, Q: 1, Sector: 01110, HwValid: 1, BX: 011

Event 964 BX 11
HwTrack 1 Rinv: 000000010011011, t: 11111110000000, phi: 0000111001111000101, Z0: 00011000011, Q: 0, Sector: 11001, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010010110, t: 00000001111101, phi: 0001101001111001110, Z0: 00011000011, Q: 1, Sector: 01011, HwValid: 1, BX: 100

Event 965 BX 100
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 100001000100100, t: 11101100010111, phi: 0000100011011001011, Z0: 00001001001, Q: 1, Sector: 01101, HwValid: 1, BX: 101

Event 966 BX 101
HwTrack 1 Rinv: 000000100110010, t: 11101101100101, phi: 0000101110100010011, Z0: 10001001110, Q: 0, Sector: 00010, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000101000001, t: 00010010011010, phi: 0001011110011010001, Z0: 10001011110, Q: 1, Sector: 01111, HwValid: 1, BX: 110

Event 967 BX 110
HwTrack 1 Rinv: 000000001011001, t: 00000101000001, phi: 0000011011010000100, Z0: 00010000110, Q: 0, Sector: 01010, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000001011001, t: 11111011000010, phi: 0001001011001011100, Z0: 00010000110, Q: 1, Sector: 10111, HwValid: 1, BX: 111

Event 968 BX 111
HwTrack 1 Rinv: 000100000010001, t: 00000110001010, phi: 0010001111110100000, Z0: 10001000101, Q: 0, Sector: 01001, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100100000101110, t: 11111001111010, phi: 1000000000101011100, Z0: 10001000101, Q: 1, Sector: 11000, HwValid: 1, BX: 000

Event 969 BX 0
HwTrack 1 Rinv: 000000010000010, t: 00001100101011, phi: 0000011101110101101, Z0: 00000100011, Q: 0, Sector: 00001, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001111101, t: 11110011100101, phi: 0001001101111011011, Z0: 10000100100, Q: 1, Sector: 01110, HwValid: 1, BX: 001

Event 970 BX 1
HwTrack 1 Rinv: 000010010001010, t: 11101101111011, phi: 0001101101001100011, Z0: 00000111010, Q: 0, Sector: 10010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100010010001111, t: 00010010000100, phi: 0000111100101011101, Z0: 00000101011, Q: 1, Sector: 00101, HwValid: 1, BX: 010

Event 971 BX 10
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 972 BX 11
HwTrack 1 Rinv: 000000100100001, t: 11110101110000, phi: 0000101100011100000, Z0: 00000111110, Q: 0, Sector: 01101, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000100110100, t: 00001010010001, phi: 0001011100100100001, Z0: 00000111001, Q: 1, Sector: 11010, HwValid: 1, BX: 100

Event 973 BX 100
HwTrack 1 Rinv: 000000100010001, t: 00001010000110, phi: 0000101111101001001, Z0: 00000100011, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000100001011, t: 11110101111001, phi: 0001011111110100110, Z0: 00000100000, Q: 1, Sector: 00101, HwValid: 1, BX: 101

Event 974 BX 101
HwTrack 1 Rinv: 000000100001000, t: 00001011100011, phi: 0000111000001100001, Z0: 00000001100, Q: 0, Sector: 01001, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000011111110, t: 11110100010000, phi: 0001101000010110100, Z0: 10000110010, Q: 1, Sector: 10110, HwValid: 1, BX: 110

Event 975 BX 110
HwTrack 1 Rinv: 000000010011000, t: 00001000010110, phi: 0000111000010000000, Z0: 10010001110, Q: 0, Sector: 10111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010001101, t: 11110111101001, phi: 0001101000001100100, Z0: 10010001010, Q: 1, Sector: 01001, HwValid: 1, BX: 111

Event 976 BX 111
HwTrack 1 Rinv: 000000100001010, t: 00010000111010, phi: 0000110010010000110, Z0: 00010101011, Q: 0, Sector: 10000, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100010100, t: 11101111000111, phi: 0001100010100111111, Z0: 00010011110, Q: 1, Sector: 00010, HwValid: 1, BX: 000

Event 977 BX 0
HwTrack 1 Rinv: 000000001110011, t: 00001000111011, phi: 0001010000001101001, Z0: 00001101001, Q: 0, Sector: 01010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000001100110, t: 11110110111111, phi: 0000100000010001100, Z0: 00001111000, Q: 1, Sector: 11000, HwValid: 1, BX: 001

Event 978 BX 1
HwTrack 1 Rinv: 000000010111000, t: 00010001000000, phi: 0000101111100010100, Z0: 00000111000, Q: 0, Sector: 01101, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000010111101, t: 11101110111101, phi: 0001011111100111000, Z0: 00000110111, Q: 1, Sector: 11010, HwValid: 1, BX: 010

Event 979 BX 10
HwTrack 1 Rinv: 000001011111110, t: 00000010111101, phi: 0001000011101010110, Z0: 10000001110, Q: 0, Sector: 10001, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100001100000010, t: 11111101000110, phi: 0000010011101010011, Z0: 10000001111, Q: 1, Sector: 00100, HwValid: 1, BX: 011

Event 980 BX 11
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 981 BX 100
HwTrack 1 Rinv: 000001100010111, t: 11110110111100, phi: 0000110101001001010, Z0: 00000000101, Q: 0, Sector: 10000, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100001100001101, t: 00001001000011, phi: 0001100101011111010, Z0: 00000001111, Q: 1, Sector: 00010, HwValid: 1, BX: 101

Event 982 BX 101
HwTrack 1 Rinv: 000000001100010, t: 00000001111010, phi: 0000110111011010011, Z0: 00000110111, Q: 0, Sector: 10110, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000001100000, t: 11111110000101, phi: 0001100111011010010, Z0: 00000111000, Q: 1, Sector: 01000, HwValid: 1, BX: 110

Event 983 BX 110
HwTrack 1 Rinv: 000011111011000, t: 00000001001101, phi: 0001001111011101011, Z0: 00001000001, Q: 0, Sector: 00001, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100011111110111, t: 11111110110110, phi: 0000011111001100110, Z0: 00001000011, Q: 1, Sector: 01111, HwValid: 1, BX: 111

Event 984 BX 111
HwTrack 1 Rinv: 000000100011110, t: 11110101100010, phi: 0001011100000011101, Z0: 00000101011, Q: 0, Sector: 10101, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100100100, t: 00001010011101, phi: 0000101100001010111, Z0: 00000101100, Q: 1, Sector: 01000, HwValid: 1, BX: 000

Event 985 BX 0
HwTrack 1 Rinv: 000010111111011, t: 00000011000101, phi: 0001011101001101101, Z0: 10000001100, Q: 0, Sector: 10010, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100010101111111, t: 11111100110110, phi: 0000101100100110010, Z0: 10000001000, Q: 1, Sector: 00101, HwValid: 1, BX: 001

Event 986 BX 1
HwTrack 1 Rinv: 000000001011101, t: 11111100000011, phi: 0001100001011101110, Z0: 00010011010, Q: 0, Sector: 01010, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001011100, t: 00000011111010, phi: 0000110001100010011, Z0: 00010010111, Q: 1, Sector: 11000, HwValid: 1, BX: 010

Event 987 BX 10
HwTrack 1 Rinv: 000000001100100, t: 11111011111101, phi: 0001100000111111011, Z0: 10000100110, Q: 0, Sector: 00011, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001100100, t: 00000100000001, phi: 0000110000111000011, Z0: 10000101101, Q: 1, Sector: 10001, HwValid: 1, BX: 011

Event 988 BX 11
HwTrack 1 Rinv: 000000001111011, t: 00000110011111, phi: 0001000111011000010, Z0: 10000100001, Q: 0, Sector: 01110, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000001110110, t: 11111001100010, phi: 0000010111011010111, Z0: 10000011111, Q: 1, Sector: 00001, HwValid: 1, BX: 100

Event 989 BX 100
HwTrack 1 Rinv: 000000011110000, t: 00000110000010, phi: 0001101101101110011, Z0: 00000101101, Q: 0, Sector: 10011, HwValid: 1, BX: 101
HwTrack 2 Rinv: 100000011110000, t: 11111001111110, phi: 0000111101101001100, Z0: 00000100111, Q: 1, Sector: 00110, HwValid: 1, BX: 101

Event 990 BX 101
HwTrack 1 Rinv: 000000001110011, t: 00001000111011, phi: 0001001001110010000, Z0: 00000001111, Q: 0, Sector: 00100, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100000001100111, t: 11110111000110, phi: 0000011001110001101, Z0: 00000001011, Q: 1, Sector: 10010, HwValid: 1, BX: 110

Event 991 BX 110
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000

Event 992 BX 111
HwTrack 1 Rinv: 000001001011010, t: 11110101111010, phi: 0001010110000010100, Z0: 10000111100, Q: 0, Sector: 01010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100001001010101, t: 00001010000011, phi: 0000100101101100100, Z0: 10000111000, Q: 1, Sector: 11000, HwValid: 1, BX: 000

Event 993 BX 0
HwTrack 1 Rinv: 000000100110110, t: 11110111001111, phi: 0001100001101110101, Z0: 00000001100, Q: 0, Sector: 00001, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000101000010, t: 00001000110100, phi: 0000110001101010000, Z0: 00000000011, Q: 1, Sector: 01111, HwValid: 1, BX: 001

Event 994 BX 1
HwTrack 1 Rinv: 000001111000101, t: 00001100111100, phi: 0001010110001100110, Z0: 10001010001, Q: 0, Sector: 01110, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100001111101100, t: 11110011001010, phi: 0000100111000111111, Z0: 10000111001, Q: 1, Sector: 00001, HwValid: 1, BX: 010

Event 995 BX 10
HwTrack 1 Rinv: 000000010000100, t: 00001011001000, phi: 0000110010001010110, Z0: 00000011001, Q: 0, Sector: 11001, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000001111110, t: 11110100110111, phi: 0001100010001110101, Z0: 00000010110, Q: 1, Sector: 01011, HwValid: 1, BX: 011

Event 996 BX 11
HwTrack 1 Rinv: 000000011000101, t: 00001110111011, phi: 0000100101110111010, Z0: 00000111101, Q: 0, Sector: 10000, HwValid: 1, BX: 100
HwTrack 2 Rinv: 100000010101010, t: 11110000111010, phi: 0001010101101110100, Z0: 10000001100, Q: 1, Sector: 00010, HwValid: 1, BX: 100

Event 997 BX 100
HwTrack 1 Rinv: 000000000000000, t: 00000000000000, phi: 0000000000000000000, Z0: 00000000000, Q: 0, Sector: 00000, HwValid: 0, BX: 000
HwTrack 2 Rinv: 100000001001010, t: 00000111100010, phi: 0000111100100101010, Z0: 10000011010, Q: 1, Sector: 10101, HwValid: 1, BX: 101

Event 998 BX 101
HwTrack 1 Rinv: 000101100101000, t: 00010010000010, phi: 0010000110110101011, Z0: 10000010111, Q: 0, Sector: 00111, HwValid: 1, BX: 110
HwTrack 2 Rinv: 100101100001100, t: 11101110000101, phi: 0001010111011100000, Z0: 10000010000, Q: 1, Sector: 10101, HwValid: 1, BX: 110

Event 999 BX 110
HwTrack 1 Rinv: 000000010001111, t: 11110111101000, phi: 0000101111000110000, Z0: 10000011000, Q: 0, Sector: 01111, HwValid: 1, BX: 111
HwTrack 2 Rinv: 100000010001100, t: 00001000011011, phi: 0001011111000101010, Z0: 10000011001, Q: 1, Sector: 00001, HwValid: 1, BX: 111

Event 1000 BX 111
HwTrack 1 Rinv: 000000100100011, t: 00001101110110, phi: 0001011000100011010, Z0: 00001000010, Q: 0, Sector: 01010, HwValid: 1, BX: 000
HwTrack 2 Rinv: 100000100100010, t: 11110010000111, phi: 0000101000101011010, Z0: 00000101100, Q: 1, Sector: 11000, HwValid: 1, BX: 000

Event 1001 BX 0
HwTrack 1 Rinv: 000000110011101, t: 00010001110010, phi: 0000011111100100011, Z0: 10000010000, Q: 0, Sector: 00100, HwValid: 1, BX: 001
HwTrack 2 Rinv: 100000110111000, t: 11101110001100, phi: 0001001111011101001, Z0: 10000001100, Q: 1, Sector: 10001, HwValid: 1, BX: 001

Event 1002 BX 1
HwTrack 1 Rinv: 000000001100000, t: 11111111100111, phi: 0000011000100011011, Z0: 10000110001, Q: 0, Sector: 11001, HwValid: 1, BX: 010
HwTrack 2 Rinv: 100000001011011, t: 00000000011010, phi: 0001001000011110000, Z0: 10000110000, Q: 1, Sector: 01011, HwValid: 1, BX: 010

Event 1003 BX 10
HwTrack 1 Rinv: 000000010101110, t: 00001000101100, phi: 0001000110011100010, Z0: 00000011111, Q: 0, Sector: 10110, HwValid: 1, BX: 011
HwTrack 2 Rinv: 100000010100011, t: 11110111011000, phi: 0000010110010010101, Z0: 00000100001, Q: 1, Sector: 01001, HwValid: 1, BX: 011

Event 1004 BX 11
HwTrack 1 Rinv: 000000001101011, t: 00001010011100, phi: 0001100000000000000, Z0: 10000011110, Q: 0, Sector: 11001, HwValid: 1, BX: 100
