Event 1 BX 0
SwMuon 2 pT: 45.5, eta: -1.31588, phi: 2.78162, Q: -1

Event 133 BX 100
SwMuon 1 pT: 50.5, eta: -1.31588, phi: -0.163624, Q: 1
SwMuon 2 pT: 42.5, eta: 1.45725, phi: 3.0216, Q: -1

Event 134 BX 101
SwMuon 1 pT: 9.5, eta: -2.42512, phi: 1.38535, Q: 1
SwMuon 2 pT: 20, eta: 2.41425, phi: -1.55989, Q: -1

Event 135 BX 110
SwMuon 1 pT: 54.5, eta: -2.088, phi: -0.0763583, Q: 1
SwMuon 2 pT: 30.5, eta: 2.05538, phi: 3.13068, Q: -1

Event 136 BX 111
SwMuon 1 pT: 32.5, eta: -1.93575, phi: -1.90895, Q: 1
SwMuon 2 pT: 59, eta: 1.94662, phi: 1.31991, Q: -1

Event 137 BX 0
SwMuon 1 pT: 140, eta: -0.36975, phi: -0.490873, Q: 1
SwMuon 2 pT: 139.5, eta: 0.36975, phi: 2.69435, Q: -1

Event 138 BX 1
SwMuon 1 pT: 90.5, eta: -0.84825, phi: -2.41074, Q: 1
SwMuon 2 pT: 140.5, eta: 0.84825, phi: 0.785398, Q: -1

Event 139 BX 10
SwMuon 1 pT: 30.5, eta: -1.19625, phi: -1.98531, Q: 1
SwMuon 2 pT: 7.5, eta: 1.19625, phi: 1.1781, Q: -1

Event 140 BX 11
SwMuon 1 pT: 140, eta: -0.696, phi: 0.687223, Q: 1
SwMuon 2 pT: 140, eta: 0.76125, phi: -2.42164, Q: -1

Event 141 BX 100
SwMuon 1 pT: 0, eta: 0, phi: 0, Q: 0
SwMuon 2 pT: 0, eta: 0, phi: 0, Q: 0

Event 142 BX 101
SwMuon 1 pT: 75, eta: 0, phi: -1.9744, Q: 1
SwMuon 2 pT: 111, eta: 0, phi: 1.24355, Q: -1

Event 143 BX 110
SwMuon 1 pT: 28, eta: -1.71825, phi: -2.13803, Q: 1
SwMuon 2 pT: 25, eta: 1.70738, phi: 1.14537, Q: -1

Event 144 BX 111
SwMuon 1 pT: 57, eta: -0.054375, phi: 1.77805, Q: 1
SwMuon 2 pT: 140, eta: 0.054375, phi: -1.33081, Q: -1

Event 145 BX 0
SwMuon 1 pT: 16.5, eta: 1.19625, phi: -2.69435, Q: -1
SwMuon 2 pT: 30.5, eta: -1.31588, phi: 0.501782, Q: -1

Event 146 BX 1
SwMuon 1 pT: 58.5, eta: -2.2185, phi: 2.51982, Q: 1
SwMuon 2 pT: 40.5, eta: 2.20762, phi: -0.57814, Q: -1

Event 147 BX 10
SwMuon 1 pT: 140, eta: 0.576375, phi: -2.12712, Q: 1
SwMuon 2 pT: 140, eta: -0.609, phi: 1.0472, Q: -1

Event 148 BX 11
SwMuon 1 pT: 140.5, eta: 1.19625, phi: -0.567232, Q: 1
SwMuon 2 pT: 140.5, eta: -1.19625, phi: 2.61799, Q: -1

Event 149 BX 100
SwMuon 1 pT: 105, eta: -0.261, phi: -0.0763583, Q: 1
SwMuon 2 pT: 99, eta: 0.261, phi: 3.11978, Q: -1

Event 150 BX 101
SwMuon 1 pT: 12.5, eta: -1.19625, phi: 1.01447, Q: 1
SwMuon 2 pT: 10.5, eta: 1.19625, phi: -1.65806, Q: -1

Event 151 BX 110
SwMuon 1 pT: 22, eta: -1.96837, phi: 1.41808, Q: 1
SwMuon 2 pT: 22, eta: 1.9575, phi: -1.60352, Q: -1

Event 152 BX 111
SwMuon 1 pT: 6.5, eta: 1.31588, phi: 0.589049, Q: 1
SwMuon 2 pT: 80.5, eta: -1.40287, phi: -2.498, Q: -1

Event 153 BX 0
SwMuon 1 pT: 111, eta: -0.10875, phi: -1.49444, Q: 1
SwMuon 2 pT: 97, eta: 0.1305, phi: 1.7126, Q: -1

Event 154 BX 1
SwMuon 1 pT: 92, eta: -0.228375, phi: -2.17075, Q: 1
SwMuon 2 pT: 89.5, eta: 0.184875, phi: 1.0472, Q: -1

Event 155 BX 10
SwMuon 1 pT: 32.5, eta: 0.163125, phi: 0.250891, Q: 1
SwMuon 2 pT: 29.5, eta: -0.163125, phi: -2.71617, Q: -1

Event 156 BX 11
SwMuon 1 pT: 27.5, eta: -1.566, phi: -2.91252, Q: 1
SwMuon 2 pT: 30.5, eta: 1.31588, phi: 0.327249, Q: -1

Event 157 BX 100
SwMuon 1 pT: 0, eta: 0, phi: 0, Q: 0
SwMuon 2 pT: 0, eta: 0, phi: 0, Q: 0

Event 158 BX 101
SwMuon 1 pT: 4, eta: -2.175, phi: 2.93433, Q: 1
SwMuon 2 pT: 42.5, eta: 2.16412, phi: -0.141808, Q: -1

Event 159 BX 110
SwMuon 1 pT: 114, eta: -0.6525, phi: -2.90161, Q: 1
