0.000128592,-0.387204,-0.389543,0.101599,0.106384,-55.7008,2,312,1,-1,0,0,0,0
-0.012341,0.390713,0.388374,0.214051,0.21884,-55.5885,499,300,0,0,0,300,0,-1
-0.0106785,-1.5804,-1.5804,0.138114,0.360473,-54.2409,2,0,0,0,0,0,0,0
0.00176072,1.57923,1.57689,0.244406,0.468715,-55.6446,3,0,0,0,0,0,0,-1
0.000162833,-1.23297,-1.23297,0.230185,0.232189,-57.1607,3,0,0,-1,0,0,0,-1
-0.0123038,1.22595,1.22478,0.118446,0.120619,-56.4869,2,0,0,0,0,0,0,0
-0.0119766,-0.99316,-0.989651,0.235536,0.32011,3.42515,0,0,0,0,0,0,0,-1
0.000496868,0.99316,0.9955,0.121947,0.206509,3.4813,0,0,0,0,0,0,0,0
0.000129353,-0.035094,-0.0339242,0.151906,0.15669,1.85295,2,512,1,-1,0,0,0,0
-0.012341,0.0327544,0.035094,0.039765,0.0445541,1.62835,3,768,3,0,0,-256,3,-1
8.90253e-05,0.905425,0.901916,0.0810731,0.0592777,-54.5217,130,40,0,0,0,0,0,0
-0.0123905,-0.910104,-0.913614,0.193433,0.171629,-54.6901,243,40,0,0,0,0,0,0
5.17412e-05,-0.632862,-0.632862,0.0924456,0.0706456,1.40375,2,128,7,-1,0,0,0,0
-0.0124141,0.630522,0.630522,0.204765,0.182965,1.06685,3,384,2,0,0,384,2,-1
-0.0123015,1.52776,1.53127,0.237535,0.234038,3.9305,15,99,5,0,0,99,5,-1
0.000171202,-1.52659,-1.52659,0.125408,0.122084,3.87435,270,803,7,0,0,-221,7,-1
-0.011358,-1.55349,-1.55349,0.119263,0.258742,-55.8693,3,0,0,-1,0,0,0,-1
0.00111472,1.54882,1.54765,0.227523,0.368162,-56.5992,3,0,0,0,0,0,0,0
-0.0118738,1.14055,1.13588,0.105726,0.187466,-52.1634,2,0,0,0,0,0,0,-1
