0.000213369,-0.624604,-0.627441,0.105362,0.0370971,-1.875,59,-0.6525,2.80344,1,0,0,0,0
-0.000208318,0.629474,0.626467,0.221977,0.245509,-1.99219,57,0.641625,-0.239983,-1,0,0,0,0
-0.00296696,-2.06735,-2.06346,0.143228,0.388733,-3.39844,4.5,2.07713,-0.567232,1,0,0,0,0
0.00292151,2.0654,2.06321,0.253457,-0.0337443,-1.93359,4.5,-2.088,3.10887,-1,0,0,0,0
0.000270183,-1.69268,-1.69229,0.238709,0.181971,-0.351562,63,1.67475,-0.359974,-1,0,0,0,0
-0.000270183,1.6857,1.68455,0.122832,0.136223,-1.05469,46,-1.70738,2.71617,1,0,0,0,0
-0.000813073,-1.4198,-1.42353,0.244258,0.357919,3.57422,0,0,0,0,0,0,0,0
0.000824436,1.4198,1.42362,0.126463,-0.0315651,3.63281,0,0,0,0,0,0,0,0
0.000214631,-0.0624594,-0.0589506,0.157531,0.0889914,1.93359,12.5,1.31588,-0.981748,1,0,0,0,0
-0.000208318,0.0585603,0.0616445,0.0412376,0.0647697,1.69922,16.5,-1.31588,2.42164,-1,0,0,0,0
0.000147717,1.31617,1.31302,0.0840754,0.0353155,-3.10547,60.5,-0.054375,1.46171,1,0,0,0,0
-0.000126254,-1.32104,-1.31804,0.200596,0.201549,-2.92969,54,0.054375,-1.5817,-1,0,0,0,0
8.58524e-05,-0.973535,-0.971774,0.0958691,0.0553633,1.46484,50.5,1.31588,0.949023,1,0,0,0,0
-8.7115e-05,0.968355,0.969698,0.212347,0.209494,1.11328,90.5,-1.31588,-2.14894,-1,0,0,0,0
-0.00027397,2.0119,2.01658,0.246332,0.250538,4.10156,140.5,1.0005,-2.37801,-1,0,0,0,0
0.000284071,-2.01087,-2.01544,0.130052,0.0809668,4.04297,140.5,-1.0005,0.730857,1,0,0,0,0
-0.00183951,-2.03825,-2.03631,0.12368,0.272678,-1.69922,74.5,2.02275,1.14537,-1,0,0,0,0
